calculation_id,formula,source_ids,assumption_ids,input_calculation_ids,input_values,input_units,output_value,output_unit,script_path,script_version,notes
CALC_PHL_V18_TAMAXCI_PP_SPV_2043,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_PCO_MTERRA_2026,ASM_PHL_V18_DEPLOY_PP_SPV_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=10.0;residual_retirement=0;recycled=0;life=30,GW/year;GW/year;GW/year;GW/year;years,10.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_SPV_2044,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_PCO_MTERRA_2026,ASM_PHL_V18_DEPLOY_PP_SPV_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=10.0;residual_retirement=0.023599873711;recycled=0;life=30,GW/year;GW/year;GW/year;GW/year;years,10.023599873711,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_SPV_2045,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_PCO_MTERRA_2026,ASM_PHL_V18_DEPLOY_PP_SPV_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=10.0;residual_retirement=0.077343222480;recycled=0;life=30,GW/year;GW/year;GW/year;GW/year;years,10.077343222480,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_SPV_2046,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_PCO_MTERRA_2026,ASM_PHL_V18_DEPLOY_PP_SPV_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=10.0;residual_retirement=0.690081761734;recycled=0;life=30,GW/year;GW/year;GW/year;GW/year;years,10.690081761734,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_SPV_2047,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_PCO_MTERRA_2026,ASM_PHL_V18_DEPLOY_PP_SPV_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=10.0;residual_retirement=0.093112229004;recycled=0;life=30,GW/year;GW/year;GW/year;GW/year;years,10.093112229004,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_SPV_2048,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_PCO_MTERRA_2026,ASM_PHL_V18_DEPLOY_PP_SPV_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=10.0;residual_retirement=0;recycled=0;life=30,GW/year;GW/year;GW/year;GW/year;years,10.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_SPV_2049,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_PCO_MTERRA_2026,ASM_PHL_V18_DEPLOY_PP_SPV_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=10.0;residual_retirement=0.051597905704;recycled=0;life=30,GW/year;GW/year;GW/year;GW/year;years,10.051597905704,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_SPV_2050,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_PCO_MTERRA_2026,ASM_PHL_V18_DEPLOY_PP_SPV_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=10.0;residual_retirement=0.082492285835;recycled=0;life=30,GW/year;GW/year;GW/year;GW/year;years,10.082492285835,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_SPV_2051,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_PCO_MTERRA_2026,ASM_PHL_V18_DEPLOY_PP_SPV_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=10.0;residual_retirement=0;recycled=0;life=30,GW/year;GW/year;GW/year;GW/year;years,10.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_SPV_2052,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_PCO_MTERRA_2026,ASM_PHL_V18_DEPLOY_PP_SPV_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=10.0;residual_retirement=0;recycled=0;life=30,GW/year;GW/year;GW/year;GW/year;years,10.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_SPV_2053,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024;SRC_PHL_PCO_MTERRA_2026,ASM_PHL_V18_DEPLOY_PP_SPV_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=10.0;residual_retirement=0;recycled=0;life=30,GW/year;GW/year;GW/year;GW/year;years,10.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2026,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2026_2029;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2027,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2026_2029;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2028,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2026_2029;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2029,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2026_2029;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2030,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.5;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.5,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2031,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.5;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.5,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2032,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.5;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.5,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2033,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.5;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.5,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2034,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.5;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.5,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2035,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.5;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.5,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2036,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.5;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.5,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2037,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.5;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.5,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2038,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.5;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.5,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2039,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2030_2039;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=2.5;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,2.5,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2040,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=3.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,3.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2041,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=3.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,3.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2042,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=3.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,3.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2043,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=3.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,3.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2044,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=3.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,3.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2045,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=3.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,3.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2046,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=3.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,3.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2047,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=3.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,3.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
CALC_PHL_V18_TAMAXCI_PP_COAL_2048,"max(existing committed allowance, expansion envelope) + positive residual-capacity retirement + TAMaxCI[y-OperationalLife] for envelope vintages from 2026",SRC_MUIO_FORMULATION;SRC_PHL_DOE_POWER_STATISTICS_2024;SRC_HEGGARTY_MAX_INVESTMENT_RATE_2024,ASM_PHL_V18_DEPLOY_PP_COAL_2040_2053;ASM_PHL_V18_DEPLOY_RECYCLE_START_2026,,committed=0;expansion=3.0;residual_retirement=0;recycled=0;life=25,GW/year;GW/year;GW/year;GW/year;years,3.0,GW/year,scripts/apply_philippines_v18_deployment_envelopes.py,v1,classification=calculated; upper bound only; capacity and dispatch remain endogenous
